"","x"
"1",0.999992826360805
"1",0.999996068887863
"1",1.00000611188128
"1",0.999989187614366
"1",0.999984979691391
"1",0.999984287059973
"1",0.999993669827772
"1",1.00000225602962
"1",1.00000512938137
"1",0.999997451548161
"1",1.00000180900843
"1",1.00001398853381
"1",1.00000684585554
"1",0.999981158081187
"1",1.00001117873462
"1",1.00001495157894
"1",0.999986120108508
"1",0.999986753093683
"1",1.0000033256493
"1",1.00000112741754
"1",1.0000106816867
"1",1.00000007209747
"1",1.00000156434666
"1",0.999996228187066
"1",1.00001021736661
"1",0.999995055358742
"1",1.00000076041062
"1",1.00000395339938
"1",0.999990661977734
"1",1.00000084699458
"1",1.00000099709773
"1",0.999988374324224
"1",0.999995364789185
"1",1.00001046288906
"1",1.00000219880408
"1",1.00000592373844
"1",1.00000006634946
"1",1.00000242719692
"1",1.00000596772914
"1",0.999996021310565
"1",0.999997403024925
"1",1.00001073141112
"1",0.99998608958629
"1",0.999989740275731
"1",1.00000336572541
"1",0.999998988329537
"1",0.999990351995779
"1",0.999999781888642
"1",0.999999147701964
"1",1.000007465546
