"","x"
"1",1.00000025400781
"1",1.0000024030807
"1",0.999998902170012
"1",0.999999429555081
"1",1.00000243470345
"1",0.999998677381847
"1",1.00000033026896
"1",1.0000018481336
"1",0.999997802132071
"1",1.0000001174185
"1",1.00000285601571
"1",0.999998875123943
"1",0.999998504371642
"1",0.999998067105074
"1",0.999995863206921
"1",0.999998780606636
"1",0.99999921678849
"1",1.00000066597453
"1",0.999996864441896
"1",1.000000994025
"1",0.999999558194856
"1",0.999996915761794
"1",1.00000098602371
"1",1.00000131265274
"1",1.00000002635761
"1",1.00000018583934
"1",1.00000424948069
"1",1.00000025482135
"1",1.00000069662589
"1",1.00000456237416
"1",0.999996833673787
"1",1.00000216778115
"1",1.00000359830812
"1",0.999999689848258
"1",1.00000362663171
"1",0.999996600373246
"1",0.999997136786084
"1",0.999998404097278
"1",1.00000092212346
"1",1.00000122107878
"1",0.999999666271434
"1",0.999999887362271
"1",1.00000432590313
"1",0.999999884569668
"1",1.00000150972369
"1",1.00000132339206
"1",0.999999700080525
"1",0.999999948104234
"1",0.999996928588813
"1",0.999997320218379
