"","x"
"1",0.999998555871704
"1",0.999997489513103
"1",1.00000249383303
"1",0.999998245418003
"1",1.00000229319075
"1",0.999998682795152
"1",1.00000202775233
"1",1.00000030818051
"1",1.00000566841087
"1",1.00000031323639
"1",1.00000189456384
"1",0.999998226821598
"1",1.00000176254953
"1",1.00000146085419
"1",0.99999709945007
"1",0.999998689823718
"1",1.00000904429905
"1",1.00000363877578
"1",0.999999694532609
"1",1.00000020353766
"1",0.999999058501532
"1",1.00000502161662
"1",0.999993602677477
"1",0.999998033116869
"1",0.999999376466088
"1",1.00000241775998
"1",1.00000042173096
"1",1.00000036788613
"1",1.00000397929189
"1",1.00000015480692
"1",1.00000374784642
"1",1.00000036893932
"1",1.00000611338105
"1",1.00000295257977
"1",0.999999207586684
"1",0.999998756305877
"1",1.00000201855277
"1",0.99999831308884
"1",1.00000163233241
"1",0.999998423168442
"1",0.999999750640231
"1",0.999994707509722
"1",0.999999722240357
"1",0.999995109270594
"1",1.00000189152521
"1",1.00000436112664
